,age,anagrams1,anagrams2,anagrams3,anagrams4,backcount1,backcount2,backcount3,backcount4,backcount5,backcount6,backcount7,backcount8,backcount9,backcount10,big5_01,big5_02,big5_03,big5_04,big5_05,big5_06,big5_07,big5_08,big5_09,big5_10,elm_01,elm_02,elm_03,elm_04,elm_05,gender,highpower,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06,intrinsic_07,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,mood_01,mood_02,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,pate_01,pate_02,pate_03,pate_04,pate_05,selfesteem_01,stress_01,stress_02,stress_03,stress_04
2221,18,5,,,,1,0,1,1,0,0,0,0,0,0,5.0,5.0,6.0,5.0,5.0,6.0,7.0,1.0,6.0,5.0,8.0,7.0,8.0,8.0,9.0,1,,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,5.0,1.0,1.0,1.0,5.0,2.0,3.0,4.0,2.0
2222,20,5,4,4,4,1,1,1,1,1,1,1,1,1,1,6.0,5.0,5.0,3.0,6.0,2.0,6.0,4.0,5.0,2.0,5.0,4.0,2.0,7.0,5.0,2,,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,5.0,3.0,4.0,3.0,3.0
2223,18,5,,,,1,1,1,1,1,1,1,1,1,1,2.0,5.0,6.0,2.0,3.0,7.0,5.0,6.0,6.0,6.0,7.0,2.0,3.0,6.0,5.0,2,"[-0.07988379 -0.0164277  -0.02119761 -0.12502495  0.06901927  0.00706209
  0.01904691  0.09675309  0.00093433 -0.03938884]",2.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,2.0,5.0,3.0,3.0,1.0,1.0,5.0,6.0,2.0,4.0,3.0,3.0
2224,21,,,,,1,0,0,0,0,0,0,0,0,0,6.0,2.0,6.0,7.0,5.0,4.0,5.0,6.0,4.0,3.0,7.0,4.0,5.0,4.0,5.0,2,,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,6.0,5.0,3.0,2.0,2.0,3.0,5.0,4.0,,,,,,5.0,4.0,4.0,2.0,4.0
2225,18,5,2,4,2,1,0,1,1,1,1,1,0,0,0,3.0,5.0,3.0,7.0,6.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,1,"[-0.07653905 -0.03432577 -0.00435603 -0.10145031 -0.01294505  0.02214353
 -0.0242566   0.07717064  0.03579726 -0.00916437]",2.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,5.0,1.0,3.0,3.0,3.0,2.0
2226,20,5,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,7.0,6.0,5.0,7.0,7.0,2,"[-0.07666345 -0.00842111  0.01440739 -0.12582231 -0.00505203  0.05370176
  0.04296018  0.03074923  0.0870634  -0.00097302]",3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,3.0,6.0,2.0,4.0,4.0,2.0
2227,18,,,,,1,1,1,1,1,1,1,1,1,1,5.0,4.0,6.0,4.0,6.0,4.0,5.0,2.0,5.0,4.0,5.0,4.0,4.0,6.0,4.0,2,"[-0.03808492 -0.03000144 -0.01452172 -0.10063934 -0.02796151 -0.0084436
 -0.02836992  0.01697131  0.04332478 -0.04410351]",2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0,5.0,3.0,4.0,3.0,2.0
2228,18,5,3,4,3,1,0,1,1,0,0,0,0,0,0,6.0,7.0,5.0,7.0,5.0,5.0,6.0,7.0,3.0,3.0,6.0,5.0,3.0,5.0,5.0,1,,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,1.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0
2229,18,5,4,2,3,1,0,1,1,1,1,1,1,1,1,3.0,4.0,7.0,5.0,7.0,6.0,7.0,1.0,6.0,2.0,7.0,6.0,8.0,7.0,6.0,1,"[-0.08452836 -0.05829455  0.02933602 -0.1114945  -0.03675805  0.0022157
 -0.00560933  0.04968377 -0.00344344 -0.08645101]",2.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,5.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0
2230,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,18,5,4,4,3,1,1,1,1,1,1,1,1,1,1,3.0,3.0,6.0,5.0,6.0,6.0,6.0,3.0,5.0,3.0,6.0,6.0,6.0,4.0,6.0,2,,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,5.0,1.0,1.0,3.0,6.0,3.0,3.0,4.0,2.0
2232,19,,,,,1,1,1,1,1,1,1,1,1,1,2.0,6.0,5.0,6.0,4.0,5.0,6.0,2.0,5.0,7.0,6.0,5.0,5.0,6.0,5.0,2,,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,6.0,4.0,4.0,3.0,3.0
2233,19,,3,2,,1,1,1,1,1,1,1,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,9.0,7.0,2,,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,1.0,3.0,6.0,3.0,4.0,3.0,2.0
2234,19,4,4,3,3,1,1,1,1,1,1,1,1,1,1,3.0,6.0,6.0,6.0,6.0,7.0,7.0,1.0,7.0,4.0,8.0,5.0,2.0,6.0,5.0,2,"[-0.04823569 -0.04151313 -0.02350455 -0.16616805 -0.0479789   0.04205625
 -0.04824623  0.0551726   0.05561776 -0.048662  ]",3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0
2235,19,5,2,2,4,1,1,1,1,1,1,1,1,1,1,6.0,5.0,5.0,5.0,6.0,1.0,7.0,5.0,6.0,3.0,6.0,6.0,6.0,7.0,7.0,2,,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,5.0,5.0,1.0,1.0,4.0,6.0,4.0,4.0,2.0,5.0
2236,23,,,,,1,1,1,1,1,1,1,1,1,1,5.0,4.0,7.0,5.0,3.0,7.0,6.0,1.0,6.0,6.0,,,,,,1,"[-0.07886211 -0.02405191 -0.02314132 -0.0758771   0.01016884 -0.04960004
 -0.09457215  0.03045855  0.07831042  0.02359621]",2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,1.0,1.0,4.0,5.0,3.0,4.0,4.0,1.0
2237,18,5,4,4,3,1,0,1,1,0,0,0,0,0,0,1.0,6.0,5.0,1.0,6.0,6.0,5.0,7.0,7.0,4.0,7.0,3.0,4.0,4.0,5.0,1,"[-0.03910498  0.05635508  0.0069861  -0.0976053  -0.00479581 -0.01506916
  0.03160454  0.02067738  0.01991703  0.01637058]",2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,3.0
2238,20,2,4,4,2,1,1,1,1,1,1,1,1,1,1,7.0,3.0,6.0,1.0,6.0,2.0,6.0,5.0,7.0,5.0,7.0,5.0,6.0,6.0,7.0,2,,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,6.0,3.0,4.0,4.0,3.0
2239,18,,,,,0,0,0,0,0,0,0,0,0,0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,3.0,3.0,3.0,,,,,,1,,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,6.0,3.0,5.0,4.0,3.0
2240,23,5,4,2,4,1,1,1,1,1,1,1,1,1,1,3.0,7.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,4.0,3.0,1,,1.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,5.0,2.0,5.0,3.0,2.0,5.0
2241,19,5,2,4,3,1,1,1,1,1,1,1,1,1,1,6.0,6.0,5.0,4.0,3.0,7.0,6.0,1.0,7.0,1.0,5.0,6.0,5.0,5.0,6.0,2,,4.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,1.0,4.0,5.0,1.0,1.0,4.0,7.0,1.0,5.0,4.0,1.0
2242,18,,,,,1,1,1,1,1,1,1,1,1,1,6.0,5.0,2.0,5.0,7.0,2.0,7.0,5.0,3.0,1.0,,,,,,1,"[-0.04484837 -0.00544946  0.00093011 -0.11795331 -0.02755879  0.02990305
  0.02000203  0.02721132  0.05212683 -0.01675004]",3.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,5.0,4.0,4.0,3.0,3.0
2243,18,5,,,,1,0,1,1,1,1,1,0,0,0,7.0,2.0,6.0,5.0,6.0,3.0,6.0,2.0,6.0,4.0,7.0,3.0,3.0,2.0,3.0,2,,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,6.0,2.0,4.0,5.0,2.0
2244,18,5,,4,,1,1,1,1,1,1,1,1,1,1,4.0,4.0,4.0,1.0,3.0,5.0,7.0,4.0,6.0,3.0,7.0,5.0,5.0,2.0,5.0,1,,1.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,5.0,3.0,4.0,4.0
2245,18,5,4,,,1,1,1,1,1,1,1,1,1,1,5.0,4.0,5.0,5.0,6.0,5.0,6.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,1,,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0
2246,19,,,,,1,1,1,1,1,1,1,1,1,1,3.0,2.0,7.0,1.0,3.0,6.0,6.0,1.0,7.0,2.0,7.0,6.0,7.0,8.0,7.0,2,"[-0.08213209 -0.00879318 -0.03613095 -0.16039098 -0.09803715  0.02946408
 -0.05720066  0.04060965  0.04092145 -0.01310224]",2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
2247,19,5,,,,1,1,1,1,1,1,1,1,1,1,5.0,5.0,6.0,3.0,5.0,5.0,5.0,2.0,6.0,4.0,5.0,5.0,4.0,6.0,5.0,2,,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,6.0,2.0,4.0,4.0,2.0
2248,18,,,,,1,1,1,1,1,1,1,1,1,1,4.0,3.0,5.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,8.0,6.0,7.0,6.0,6.0,2,,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,1.0,1.0,3.0,5.0,3.0,4.0,4.0,2.0
2249,18,5,3,4,2,1,1,1,1,1,1,1,1,1,1,3.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,6.0,7.0,6.0,5.0,5.0,7.0,6.0,2,,2.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,2.0
2250,19,4,,4,,1,1,1,1,1,1,1,1,1,1,6.0,5.0,7.0,1.0,7.0,2.0,6.0,1.0,7.0,1.0,8.0,9.0,7.0,7.0,6.0,2,"[-0.0553819   0.04035843  0.00624826 -0.00502567  0.02742643 -0.01255711
 -0.00436322  0.05075839  0.04209026  0.01240211]",4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,3.0,2.0,4.0,5.0,1.0,1.0,4.0,7.0,1.0,5.0,4.0,2.0
2251,19,4,2,4,4,0,,0,,,,,,,,3.0,2.0,5.0,2.0,5.0,6.0,6.0,1.0,6.0,3.0,6.0,4.0,4.0,5.0,5.0,1,"[-0.06760126  0.01221066 -0.01917678 -0.06329811 -0.04859104  0.05911531
  0.00651283  0.01376908  0.04720321 -0.02339954]",2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0
2252,18,,,,,1,1,1,1,1,1,1,1,1,1,6.0,1.0,7.0,1.0,5.0,5.0,7.0,1.0,6.0,2.0,7.0,7.0,,5.0,,1,"[-0.0928793   0.01416352 -0.03461159 -0.10509927 -0.0400655   0.04720622
  0.07008284  0.06262089  0.04170886  0.10874029]",2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,,,6.0,6.0,1.0,5.0,4.0,1.0
2253,18,5,,4,,1,1,1,1,1,1,1,1,1,1,2.0,6.0,5.0,4.0,3.0,6.0,3.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,2,,2.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0,4.0,5.0,5.0,2.0,3.0,5.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0
2254,20,5,3,4,4,1,1,1,1,1,1,1,1,1,1,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,7.0,7.0,7.0,6.0,7.0,2,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,1.0,1.0,5.0,3.0,4.0,3.0,2.0,3.0
2255,18,,,,,1,1,1,1,1,1,1,1,1,1,3.0,6.0,6.0,5.0,6.0,6.0,7.0,1.0,6.0,3.0,3.0,4.0,3.0,5.0,4.0,1,,3.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0
2256,18,,,,,1,1,1,1,1,1,1,1,1,1,5.0,7.0,2.0,1.0,6.0,5.0,2.0,1.0,7.0,2.0,4.0,4.0,6.0,6.0,5.0,1,,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,1.0,1.0,2.0,6.0,2.0,4.0,3.0,2.0
2257,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,18,5,,,,1,1,1,1,1,1,1,1,1,1,2.0,5.0,7.0,5.0,6.0,7.0,7.0,3.0,7.0,2.0,8.0,9.0,6.0,7.0,5.0,2,,2.0,2.0,1.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,6.0,3.0,4.0,4.0,2.0
2259,19,5,3,2,3,1,1,1,1,1,1,1,1,1,1,3.0,2.0,4.0,4.0,5.0,5.0,7.0,4.0,5.0,3.0,6.0,6.0,3.0,5.0,5.0,1,"[-0.03833857  0.01721349 -0.03051069 -0.09510857  0.01899897 -0.00891512
 -0.03528203 -0.0065495  -0.03177313  0.01010336]",3.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,5.0,4.0,4.0,5.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0
2260,18,5,,,,1,1,1,1,1,1,1,1,1,1,2.0,4.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,6.0,5.0,1,"[-0.01144857 -0.06075977  0.03426878 -0.04035421  0.00022766  0.00665674
 -0.00437024 -0.0161343   0.01534499 -0.02769307]",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0
2261,18,4,3,2,1,1,1,1,1,1,1,1,1,1,1,5.0,5.0,6.0,3.0,5.0,7.0,6.0,2.0,6.0,3.0,4.0,5.0,5.0,2.0,3.0,2,"[-1.12630372e-01 -3.78424627e-02  1.02128692e-02 -1.36844241e-01
 -3.88279717e-02 -3.16751814e-02 -5.87045733e-03 -7.50348718e-05
  8.97989198e-02  7.52803202e-02]",2.0,3.0,2.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,6.0,3.0,5.0,2.0,2.0
2262,19,5,4,,,1,0,1,1,1,1,0,0,0,0,5.0,4.0,5.0,4.0,4.0,5.0,7.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,5.0,1,"[-0.10376456 -0.00630304  0.04895159 -0.17020216 -0.04381465  0.00490737
 -0.00762624  0.00405142  0.0933264   0.01849311]",3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,5.0,3.0,4.0,3.0,4.0
2263,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,19,,,,,1,1,1,1,1,1,1,1,1,1,5.0,2.0,6.0,1.0,5.0,4.0,5.0,2.0,6.0,4.0,5.0,1.0,1.0,4.0,4.0,1,"[ 0.06482871  0.06590954 -0.04851298  0.04302594 -0.07804672  0.00144981
 -0.02282667 -0.07556118 -0.04832439 -0.0029137 ]",3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,5.0,4.0,1.0,1.0,2.0,5.0,1.0,4.0,5.0,1.0
2265,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,18,4,,,,1,1,1,1,1,1,1,1,1,1,7.0,2.0,3.0,2.0,5.0,2.0,6.0,2.0,6.0,3.0,8.0,7.0,7.0,7.0,6.0,2,"[-0.10247381 -0.03057575 -0.02819514 -0.13554247 -0.03955657 -0.023513
 -0.02813743  0.03737273  0.00587764 -0.00397223]",3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,1.0,3.0,6.0,2.0,4.0,4.0,2.0
2267,19,2,2,4,2,1,1,1,1,1,1,1,1,1,1,3.0,4.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,2.0,,,,,,1,"[-0.05949195 -0.0075092  -0.01671036 -0.11469984  0.02077188 -0.0165664
 -0.03414956  0.03400721  0.04448911  0.02342155]",3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,5.0,3.0,4.0,5.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0
2268,18,,,,,1,0,1,1,0,0,0,0,0,0,3.0,2.0,6.0,1.0,5.0,5.0,6.0,1.0,7.0,3.0,7.0,5.0,7.0,6.0,6.0,1,"[-0.06482588  0.00662977 -0.01449923 -0.21786115  0.03710009  0.03475242
  0.01769155  0.06541719  0.13783683 -0.02399798]",2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,6.0,3.0,4.0,4.0,2.0
2269,18,2,3,2,1,0,,0,,,,,,,,5.0,4.0,6.0,4.0,7.0,5.0,5.0,2.0,6.0,4.0,7.0,5.0,5.0,6.0,5.0,1,"[-0.04070148 -0.01906499  0.00728199 -0.07109018 -0.01328575 -0.02518216
  0.00544248 -0.00771759  0.00694698  0.00628225]",3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0
2270,17,,,,,1,1,1,1,1,1,1,1,1,1,6.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,7.0,4.0,7.0,6.0,6.0,7.0,6.0,2,,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,1.0,2.0,6.0,2.0,3.0,4.0,3.0
2271,18,5,,,,1,1,1,1,1,1,1,1,1,1,5.0,5.0,7.0,4.0,6.0,5.0,7.0,2.0,6.0,3.0,7.0,7.0,8.0,6.0,7.0,1,"[-0.11751756  0.05724687 -0.00978156 -0.16867537 -0.01507777 -0.03038092
  0.01492468  0.05888794  0.0182917   0.03821471]",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,1.0,1.0,1.0,6.0,4.0,3.0,2.0,5.0
2272,18,5,3,2,3,1,1,1,1,1,1,1,1,1,1,5.0,2.0,6.0,3.0,7.0,6.0,6.0,6.0,7.0,3.0,7.0,7.0,7.0,8.0,7.0,1,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,4.0,4.0,5.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0
2273,18,5,,,,1,1,1,1,1,1,1,1,1,1,2.0,3.0,6.0,4.0,5.0,6.0,3.0,2.0,7.0,5.0,4.0,3.0,3.0,4.0,4.0,2,,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,4.0
2274,20,,,,,1,1,1,1,1,1,1,1,1,1,2.0,5.0,5.0,1.0,6.0,7.0,6.0,6.0,7.0,3.0,3.0,3.0,3.0,7.0,2.0,2,,2.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,5.0,3.0,4.0,4.0,1.0,1.0,3.0,6.0,2.0,4.0,3.0,2.0
2275,18,5,4,,5,1,1,1,1,1,1,1,1,1,1,5.0,2.0,6.0,2.0,7.0,2.0,6.0,1.0,6.0,5.0,2.0,2.0,2.0,2.0,2.0,1,,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,2.0,6.0,2.0,4.0,4.0,2.0
2276,18,,,,,1,1,1,1,1,1,1,1,1,1,4.0,7.0,3.0,7.0,5.0,4.0,4.0,5.0,2.0,6.0,9.0,7.0,9.0,6.0,9.0,1,"[ 0.00350129 -0.01513381  0.03165378 -0.03887253  0.03472154  0.00990234
  0.03742628 -0.06325252  0.01125678 -0.05081406]",1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,2.0,5.0,1.0,2.0,5.0
